#X	Y	log2	log10
646237	12	3.58496	1.07918
646253	12	3.58496	1.07918
646259	12	3.58496	1.07918
646267	13	3.70044	1.11394
646271	14	3.80735	1.14613
646273	9	3.16993	0.954243
646291	11	3.45943	1.04139
646301	12	3.58496	1.07918
646307	11	3.45943	1.04139
646309	11	3.45943	1.04139
646339	11	3.45943	1.04139
646379	13	3.70044	1.11394
646397	14	3.80735	1.14613
646403	10	3.32193	1
646411	11	3.45943	1.04139
646421	11	3.45943	1.04139
646423	12	3.58496	1.07918
646433	10	3.32193	1
646453	12	3.58496	1.07918
646519	14	3.80735	1.14613
646523	14	3.80735	1.14613
646537	11	3.45943	1.04139
646543	13	3.70044	1.11394
646549	12	3.58496	1.07918
646571	13	3.70044	1.11394
646573	13	3.70044	1.11394
646577	12	3.58496	1.07918
646609	12	3.58496	1.07918
646619	14	3.80735	1.14613
646631	14	3.80735	1.14613
646637	14	3.80735	1.14613
646643	14	3.80735	1.14613
646669	11	3.45943	1.04139
646687	13	3.70044	1.11394
646721	10	3.32193	1
646757	12	3.58496	1.07918
646771	13	3.70044	1.11394
646781	14	3.80735	1.14613
646823	13	3.70044	1.11394
646831	14	3.80735	1.14613
646837	13	3.70044	1.11394
646843	14	3.80735	1.14613
646859	13	3.70044	1.11394
646873	13	3.70044	1.11394
646879	15	3.90689	1.17609
646883	13	3.70044	1.11394
646889	13	3.70044	1.11394
646897	13	3.70044	1.11394
646909	15	3.90689	1.17609
646913	10	3.32193	1
646927	13	3.70044	1.11394
646937	12	3.58496	1.07918
646957	13	3.70044	1.11394
646979	12	3.58496	1.07918
646981	12	3.58496	1.07918
646991	14	3.80735	1.14613
646993	12	3.58496	1.07918
647011	13	3.70044	1.11394
647033	14	3.80735	1.14613
647039	16	4	1.20412
647047	13	3.70044	1.11394
647057	12	3.58496	1.07918
647069	14	3.80735	1.14613
647081	13	3.70044	1.11394
647099	15	3.90689	1.17609
647111	14	3.80735	1.14613
647113	13	3.70044	1.11394
647117	14	3.80735	1.14613
647131	15	3.90689	1.17609
647147	15	3.90689	1.17609
647161	15	3.90689	1.17609
647189	8	3	0.90309
647201	7	2.80735	0.845098
647209	8	3	0.90309
647219	9	3.16993	0.954243
647261	10	3.32193	1
647263	11	3.45943	1.04139
647293	11	3.45943	1.04139
647303	9	3.16993	0.954243
647321	9	3.16993	0.954243
647327	11	3.45943	1.04139
647333	9	3.16993	0.954243
647341	10	3.32193	1
647357	11	3.45943	1.04139
647359	12	3.58496	1.07918
647363	9	3.16993	0.954243
647371	10	3.32193	1
647399	11	3.45943	1.04139
647401	10	3.32193	1
647417	11	3.45943	1.04139
647429	8	3	0.90309
647441	8	3	0.90309
647453	10	3.32193	1
647477	10	3.32193	1
647489	8	3	0.90309
647503	11	3.45943	1.04139
647509	10	3.32193	1
647527	11	3.45943	1.04139
647531	11	3.45943	1.04139
647551	13	3.70044	1.11394
647557	9	3.16993	0.954243
647579	11	3.45943	1.04139
647587	10	3.32193	1
647593	10	3.32193	1
647609	11	3.45943	1.04139
647617	9	3.16993	0.954243
647627	11	3.45943	1.04139
647641	11	3.45943	1.04139
647651	11	3.45943	1.04139
647659	12	3.58496	1.07918
647663	13	3.70044	1.11394
647687	9	3.16993	0.954243
647693	9	3.16993	0.954243
647719	10	3.32193	1
647723	10	3.32193	1
647741	11	3.45943	1.04139
647743	12	3.58496	1.07918
647747	9	3.16993	0.954243
647753	9	3.16993	0.954243
647771	11	3.45943	1.04139
647783	11	3.45943	1.04139
647789	11	3.45943	1.04139
647809	8	3	0.90309
647821	10	3.32193	1
647837	11	3.45943	1.04139
647839	12	3.58496	1.07918
647851	11	3.45943	1.04139
647861	11	3.45943	1.04139
647891	11	3.45943	1.04139
647893	11	3.45943	1.04139
647909	11	3.45943	1.04139
647917	12	3.58496	1.07918
647951	11	3.45943	1.04139
647953	9	3.16993	0.954243
647963	11	3.45943	1.04139
647987	11	3.45943	1.04139
648007	11	3.45943	1.04139
648019	11	3.45943	1.04139
648029	12	3.58496	1.07918
648041	11	3.45943	1.04139
648047	13	3.70044	1.11394
648059	13	3.70044	1.11394
648061	13	3.70044	1.11394
648073	10	3.32193	1
648079	12	3.58496	1.07918
648097	10	3.32193	1
648101	11	3.45943	1.04139
648107	12	3.58496	1.07918
648119	13	3.70044	1.11394
648133	11	3.45943	1.04139
648173	13	3.70044	1.11394
648181	13	3.70044	1.11394
648191	15	3.90689	1.17609
648199	9	3.16993	0.954243
648211	9	3.16993	0.954243
648217	9	3.16993	0.954243
648229	9	3.16993	0.954243
648239	11	3.45943	1.04139
648257	8	3	0.90309
648259	9	3.16993	0.954243
648269	10	3.32193	1
648283	11	3.45943	1.04139
648289	9	3.16993	0.954243
648293	10	3.32193	1
648317	12	3.58496	1.07918
648331	10	3.32193	1
648341	10	3.32193	1
648343	11	3.45943	1.04139
648371	11	3.45943	1.04139
648377	11	3.45943	1.04139
648379	12	3.58496	1.07918
648383	13	3.70044	1.11394
648391	11	3.45943	1.04139
648433	11	3.45943	1.04139
648437	12	3.58496	1.07918
648449	8	3	0.90309
648481	9	3.16993	0.954243
648509	12	3.58496	1.07918
648563	12	3.58496	1.07918
648607	13	3.70044	1.11394
648617	11	3.45943	1.04139
648619	12	3.58496	1.07918
648629	12	3.58496	1.07918
648631	13	3.70044	1.11394
648649	11	3.45943	1.04139
648653	12	3.58496	1.07918
648671	14	3.80735	1.14613
648677	12	3.58496	1.07918
648689	12	3.58496	1.07918
648709	9	3.16993	0.954243
648719	11	3.45943	1.04139
648731	11	3.45943	1.04139
648763	12	3.58496	1.07918
648779	11	3.45943	1.04139
648803	11	3.45943	1.04139
648841	10	3.32193	1
648859	12	3.58496	1.07918
648863	13	3.70044	1.11394
648871	12	3.58496	1.07918
648887	13	3.70044	1.11394
648889	12	3.58496	1.07918
648911	13	3.70044	1.11394
648917	12	3.58496	1.07918
648931	12	3.58496	1.07918
648937	12	3.58496	1.07918
648953	13	3.70044	1.11394
648961	9	3.16993	0.954243
648971	11	3.45943	1.04139
648997	11	3.45943	1.04139
649001	11	3.45943	1.04139
649007	13	3.70044	1.11394
649039	13	3.70044	1.11394
649063	13	3.70044	1.11394
649069	13	3.70044	1.11394
649073	12	3.58496	1.07918
649079	14	3.80735	1.14613
649081	13	3.70044	1.11394
649087	15	3.90689	1.17609
649093	11	3.45943	1.04139
649123	12	3.58496	1.07918
649141	13	3.70044	1.11394
649147	14	3.80735	1.14613
649151	15	3.90689	1.17609
649157	12	3.58496	1.07918
649183	15	3.90689	1.17609
649217	7	2.80735	0.845098
649261	10	3.32193	1
649273	10	3.32193	1
649277	11	3.45943	1.04139
649279	12	3.58496	1.07918
649283	9	3.16993	0.954243
649291	10	3.32193	1
649307	11	3.45943	1.04139
649321	10	3.32193	1
649361	9	3.16993	0.954243
649379	10	3.32193	1
649381	10	3.32193	1
649403	12	3.58496	1.07918
649421	11	3.45943	1.04139
649423	12	3.58496	1.07918
649427	11	3.45943	1.04139
649457	11	3.45943	1.04139
649469	13	3.70044	1.11394
649471	14	3.80735	1.14613
649483	10	3.32193	1
649487	11	3.45943	1.04139
649499	11	3.45943	1.04139
649501	11	3.45943	1.04139
649507	10	3.32193	1
649511	11	3.45943	1.04139
649529	11	3.45943	1.04139
649541	10	3.32193	1
649559	12	3.58496	1.07918
649567	13	3.70044	1.11394
649573	11	3.45943	1.04139
649577	11	3.45943	1.04139
649613	11	3.45943	1.04139
649619	11	3.45943	1.04139
649631	13	3.70044	1.11394
649633	10	3.32193	1
649639	12	3.58496	1.07918
649643	12	3.58496	1.07918
649651	12	3.58496	1.07918
649657	12	3.58496	1.07918
649661	13	3.70044	1.11394
649697	11	3.45943	1.04139
649709	13	3.70044	1.11394
649717	13	3.70044	1.11394
649739	10	3.32193	1
649751	11	3.45943	1.04139
649769	10	3.32193	1
649771	11	3.45943	1.04139
649777	10	3.32193	1
649783	12	3.58496	1.07918
649787	12	3.58496	1.07918
649793	9	3.16993	0.954243
649799	11	3.45943	1.04139
649801	10	3.32193	1
649813	11	3.45943	1.04139
649829	11	3.45943	1.04139
649843	12	3.58496	1.07918
649849	12	3.58496	1.07918
649867	11	3.45943	1.04139
649871	12	3.58496	1.07918
649877	11	3.45943	1.04139
649879	12	3.58496	1.07918
649897	11	3.45943	1.04139
649907	12	3.58496	1.07918
649921	10	3.32193	1
649937	11	3.45943	1.04139
649969	12	3.58496	1.07918
649981	14	3.80735	1.14613
649991	11	3.45943	1.04139
650011	12	3.58496	1.07918
650017	10	3.32193	1
650059	12	3.58496	1.07918
650071	13	3.70044	1.11394
650081	11	3.45943	1.04139
650099	13	3.70044	1.11394
650107	14	3.80735	1.14613
650179	12	3.58496	1.07918
650183	13	3.70044	1.11394
650189	13	3.70044	1.11394
650213	13	3.70044	1.11394
650227	14	3.80735	1.14613
650261	10	3.32193	1
650269	11	3.45943	1.04139
650281	10	3.32193	1
650291	11	3.45943	1.04139
650317	11	3.45943	1.04139
650327	12	3.58496	1.07918
650329	11	3.45943	1.04139
650347	12	3.58496	1.07918
650359	13	3.70044	1.11394
650387	11	3.45943	1.04139
650401	10	3.32193	1
650413	12	3.58496	1.07918
650449	11	3.45943	1.04139
650477	13	3.70044	1.11394
650479	14	3.80735	1.14613
650483	13	3.70044	1.11394
650519	12	3.58496	1.07918
650537	11	3.45943	1.04139
650543	13	3.70044	1.11394
650549	12	3.58496	1.07918
650563	11	3.45943	1.04139
650567	12	3.58496	1.07918
650581	12	3.58496	1.07918
650591	14	3.80735	1.14613
650599	13	3.70044	1.11394
650609	12	3.58496	1.07918
650623	15	3.90689	1.17609
650627	11	3.45943	1.04139
650669	13	3.70044	1.11394
650701	13	3.70044	1.11394
650759	11	3.45943	1.04139
650761	10	3.32193	1
650779	12	3.58496	1.07918
650813	13	3.70044	1.11394
650821	11	3.45943	1.04139
650827	12	3.58496	1.07918
650833	11	3.45943	1.04139
650851	12	3.58496	1.07918
650861	13	3.70044	1.11394
650863	14	3.80735	1.14613
650869	13	3.70044	1.11394
650873	13	3.70044	1.11394
650911	14	3.80735	1.14613
650917	12	3.58496	1.07918
650927	14	3.80735	1.14613
650933	13	3.70044	1.11394
650953	12	3.58496	1.07918
650971	14	3.80735	1.14613
650987	14	3.80735	1.14613
651017	11	3.45943	1.04139
651019	12	3.58496	1.07918
651029	12	3.58496	1.07918
651043	12	3.58496	1.07918
651067	14	3.80735	1.14613
651071	15	3.90689	1.17609
651097	13	3.70044	1.11394
651103	15	3.90689	1.17609
651109	13	3.70044	1.11394
651127	15	3.90689	1.17609
651139	12	3.58496	1.07918
651143	13	3.70044	1.11394
651169	12	3.58496	1.07918
651179	14	3.80735	1.14613
651181	14	3.80735	1.14613
651191	15	3.90689	1.17609
651193	14	3.80735	1.14613
651221	14	3.80735	1.14613
651223	15	3.90689	1.17609
651239	15	3.90689	1.17609
651247	16	4	1.20412
651251	15	3.90689	1.17609
651257	15	3.90689	1.17609
651271	9	3.16993	0.954243
651281	8	3	0.90309
651289	9	3.16993	0.954243
651293	10	3.32193	1
651323	11	3.45943	1.04139
651331	9	3.16993	0.954243
651347	10	3.32193	1
651361	9	3.16993	0.954243
651397	9	3.16993	0.954243
651401	9	3.16993	0.954243
651437	11	3.45943	1.04139
651439	12	3.58496	1.07918
651461	10	3.32193	1
651473	10	3.32193	1
651481	11	3.45943	1.04139
651487	13	3.70044	1.11394
651503	13	3.70044	1.11394
651509	12	3.58496	1.07918
651517	13	3.70044	1.11394
651587	10	3.32193	1
651617	10	3.32193	1
651641	12	3.58496	1.07918
651647	14	3.80735	1.14613
651649	9	3.16993	0.954243
651667	11	3.45943	1.04139
651683	11	3.45943	1.04139
651689	11	3.45943	1.04139
651697	11	3.45943	1.04139
651727	13	3.70044	1.11394
651731	12	3.58496	1.07918
651733	12	3.58496	1.07918
651767	14	3.80735	1.14613
651769	13	3.70044	1.11394
651793	9	3.16993	0.954243
651803	11	3.45943	1.04139
651809	9	3.16993	0.954243
651811	10	3.32193	1
651821	11	3.45943	1.04139
651839	13	3.70044	1.11394
651841	9	3.16993	0.954243
651853	11	3.45943	1.04139
651857	10	3.32193	1
651863	12	3.58496	1.07918
651869	12	3.58496	1.07918
651877	11	3.45943	1.04139
651881	11	3.45943	1.04139
651901	13	3.70044	1.11394
651913	10	3.32193	1
651943	12	3.58496	1.07918
651971	11	3.45943	1.04139
651997	13	3.70044	1.11394
652019	13	3.70044	1.11394
652033	9	3.16993	0.954243
652039	11	3.45943	1.04139
652063	13	3.70044	1.11394
652079	13	3.70044	1.11394
652081	11	3.45943	1.04139
652087	13	3.70044	1.11394
652117	12	3.58496	1.07918
652121	12	3.58496	1.07918
652153	13	3.70044	1.11394
652189	13	3.70044	1.11394
652207	14	3.80735	1.14613
652217	13	3.70044	1.11394
652229	12	3.58496	1.07918
652237	13	3.70044	1.11394
652241	12	3.58496	1.07918
652243	13	3.70044	1.11394
652261	13	3.70044	1.11394
652279	15	3.90689	1.17609
652283	15	3.90689	1.17609
652291	9	3.16993	0.954243
652319	12	3.58496	1.07918
652321	9	3.16993	0.954243
652331	11	3.45943	1.04139
652339	11	3.45943	1.04139
652343	12	3.58496	1.07918
652357	10	3.32193	1
652361	10	3.32193	1
652369	10	3.32193	1
652373	11	3.45943	1.04139
652381	12	3.58496	1.07918
652411	13	3.70044	1.11394
652417	9	3.16993	0.954243
652429	11	3.45943	1.04139
652447	13	3.70044	1.11394
652451	11	3.45943	1.04139
652453	11	3.45943	1.04139
652493	12	3.58496	1.07918
652499	12	3.58496	1.07918
652507	13	3.70044	1.11394
652541	14	3.80735	1.14613
652543	15	3.90689	1.17609
652549	10	3.32193	1
652559	12	3.58496	1.07918
652567	12	3.58496	1.07918
652573	12	3.58496	1.07918
652577	10	3.32193	1
652591	13	3.70044	1.11394
652601	12	3.58496	1.07918
652607	14	3.80735	1.14613
652609	10	3.32193	1
652621	12	3.58496	1.07918
652627	12	3.58496	1.07918
652651	13	3.70044	1.11394
652657	12	3.58496	1.07918
652667	14	3.80735	1.14613
652699	13	3.70044	1.11394
652723	13	3.70044	1.11394
652727	14	3.80735	1.14613
652733	14	3.80735	1.14613
652739	12	3.58496	1.07918
652741	12	3.58496	1.07918
652747	13	3.70044	1.11394
652753	12	3.58496	1.07918
652759	14	3.80735	1.14613
652787	14	3.80735	1.14613
652811	11	3.45943	1.04139
652831	13	3.70044	1.11394
652837	11	3.45943	1.04139
652849	11	3.45943	1.04139
652853	12	3.58496	1.07918
652871	12	3.58496	1.07918
652903	13	3.70044	1.11394
652909	13	3.70044	1.11394
652913	12	3.58496	1.07918
652921	13	3.70044	1.11394
652931	11	3.45943	1.04139
652933	11	3.45943	1.04139
652937	11	3.45943	1.04139
652943	13	3.70044	1.11394
652957	13	3.70044	1.11394
652969	12	3.58496	1.07918
652991	15	3.90689	1.17609
652997	12	3.58496	1.07918
652999	13	3.70044	1.11394
653033	13	3.70044	1.11394
653057	10	3.32193	1
653083	13	3.70044	1.11394
653111	14	3.80735	1.14613
653113	13	3.70044	1.11394
653117	14	3.80735	1.14613
653143	14	3.80735	1.14613
653153	12	3.58496	1.07918
653197	13	3.70044	1.11394
653203	13	3.70044	1.11394
653207	14	3.80735	1.14613
653209	13	3.70044	1.11394
653243	15	3.90689	1.17609
653267	14	3.80735	1.14613
653273	14	3.80735	1.14613
653281	13	3.70044	1.11394
653311	17	4.08746	1.23045
653321	9	3.16993	0.954243
653339	11	3.45943	1.04139
653357	11	3.45943	1.04139
653363	11	3.45943	1.04139
653431	13	3.70044	1.11394
653461	11	3.45943	1.04139
653473	10	3.32193	1
653491	12	3.58496	1.07918
653501	13	3.70044	1.11394
653503	14	3.80735	1.14613
653507	11	3.45943	1.04139
653519	13	3.70044	1.11394
653537	11	3.45943	1.04139
653539	12	3.58496	1.07918
653561	13	3.70044	1.11394
653563	14	3.80735	1.14613
653579	11	3.45943	1.04139
653593	11	3.45943	1.04139
653617	11	3.45943	1.04139
653621	12	3.58496	1.07918
653623	13	3.70044	1.11394
653641	11	3.45943	1.04139
653647	13	3.70044	1.11394
653651	12	3.58496	1.07918
653659	13	3.70044	1.11394
653687	14	3.80735	1.14613
653693	14	3.80735	1.14613
653707	12	3.58496	1.07918
653711	13	3.70044	1.11394
653713	11	3.45943	1.04139
653743	14	3.80735	1.14613
653749	13	3.70044	1.11394
653761	11	3.45943	1.04139
653777	12	3.58496	1.07918
653789	14	3.80735	1.14613
653797	13	3.70044	1.11394
653801	13	3.70044	1.11394
653819	15	3.90689	1.17609
653831	11	3.45943	1.04139
653879	13	3.70044	1.11394
653881	12	3.58496	1.07918
653893	11	3.45943	1.04139
653899	12	3.58496	1.07918
653903	13	3.70044	1.11394
653927	13	3.70044	1.11394
653929	12	3.58496	1.07918
653941	13	3.70044	1.11394
653951	15	3.90689	1.17609
653963	12	3.58496	1.07918
653969	11	3.45943	1.04139
653977	12	3.58496	1.07918
653993	12	3.58496	1.07918
654001	12	3.58496	1.07918
654011	14	3.80735	1.14613
654019	12	3.58496	1.07918
654023	13	3.70044	1.11394
654029	13	3.70044	1.11394
654047	15	3.90689	1.17609
654053	13	3.70044	1.11394
654067	14	3.80735	1.14613
654089	11	3.45943	1.04139
654107	13	3.70044	1.11394
654127	14	3.80735	1.14613
654149	12	3.58496	1.07918
654161	12	3.58496	1.07918
654163	13	3.70044	1.11394
654167	14	3.80735	1.14613
654169	13	3.70044	1.11394
654187	14	3.80735	1.14613
654191	15	3.90689	1.17609
654209	11	3.45943	1.04139
654221	13	3.70044	1.11394
654223	14	3.80735	1.14613
654229	13	3.70044	1.11394
654233	13	3.70044	1.11394
654257	13	3.70044	1.11394
654293	14	3.80735	1.14613
654301	15	3.90689	1.17609
654307	14	3.80735	1.14613
654323	15	3.90689	1.17609
654343	11	3.45943	1.04139
654349	11	3.45943	1.04139
654371	11	3.45943	1.04139
654397	13	3.70044	1.11394
654413	12	3.58496	1.07918
654421	12	3.58496	1.07918
654427	13	3.70044	1.11394
654439	13	3.70044	1.11394
654491	13	3.70044	1.11394
654499	12	3.58496	1.07918
654509	13	3.70044	1.11394
654527	15	3.90689	1.17609
654529	11	3.45943	1.04139
654539	13	3.70044	1.11394
654541	13	3.70044	1.11394
654553	13	3.70044	1.11394
654571	14	3.80735	1.14613
654587	15	3.90689	1.17609
654593	10	3.32193	1
654601	11	3.45943	1.04139
654611	12	3.58496	1.07918
654613	12	3.58496	1.07918
654623	14	3.80735	1.14613
654629	12	3.58496	1.07918
654671	14	3.80735	1.14613
654679	14	3.80735	1.14613
654697	13	3.70044	1.11394
654701	14	3.80735	1.14613
654727	13	3.70044	1.11394
654739	13	3.70044	1.11394
654743	14	3.80735	1.14613
654749	14	3.80735	1.14613
654767	15	3.90689	1.17609
654779	15	3.90689	1.17609
654781	15	3.90689	1.17609
654799	15	3.90689	1.17609
654803	14	3.80735	1.14613
654817	13	3.70044	1.11394
654821	14	3.80735	1.14613
654827	15	3.90689	1.17609
654839	16	4	1.20412
654853	11	3.45943	1.04139
654877	13	3.70044	1.11394
654889	12	3.58496	1.07918
654917	12	3.58496	1.07918
654923	13	3.70044	1.11394
654931	13	3.70044	1.11394
654943	15	3.90689	1.17609
654967	15	3.90689	1.17609
654991	14	3.80735	1.14613
655001	13	3.70044	1.11394
655003	14	3.80735	1.14613
655013	13	3.70044	1.11394
655021	14	3.80735	1.14613
655033	14	3.80735	1.14613
655037	15	3.90689	1.17609
655043	13	3.70044	1.11394
655069	15	3.90689	1.17609
655087	16	4	1.20412
655103	17	4.08746	1.23045
655111	13	3.70044	1.11394
655121	12	3.58496	1.07918
655157	14	3.80735	1.14613
655181	14	3.80735	1.14613
655211	15	3.90689	1.17609
655219	15	3.90689	1.17609
655223	16	4	1.20412
655229	16	4	1.20412
655241	13	3.70044	1.11394
655243	14	3.80735	1.14613
655261	15	3.90689	1.17609
655267	14	3.80735	1.14613
655273	14	3.80735	1.14613
655283	15	3.90689	1.17609
655289	15	3.90689	1.17609
655301	14	3.80735	1.14613
655331	15	3.90689	1.17609
655337	15	3.90689	1.17609
655351	17	4.08746	1.23045
655357	17	4.08746	1.23045
655373	5	2.32193	0.69897
655379	5	2.32193	0.69897
655387	6	2.58496	0.778151
655399	6	2.58496	0.778151
655439	7	2.80735	0.845098
655453	7	2.80735	0.845098
655471	8	3	0.90309
655489	4	2	0.60206
655507	6	2.58496	0.778151
655511	7	2.80735	0.845098
655517	7	2.80735	0.845098
655531	7	2.80735	0.845098
655541	7	2.80735	0.845098
655547	8	3	0.90309
655559	7	2.80735	0.845098
655561	6	2.58496	0.778151
655579	8	3	0.90309
655583	9	3.16993	0.954243
655597	8	3	0.90309
655601	7	2.80735	0.845098
655637	6	2.58496	0.778151
655643	7	2.80735	0.845098
655649	5	2.32193	0.69897
655651	6	2.58496	0.778151
655657	6	2.58496	0.778151
655687	7	2.80735	0.845098
655693	7	2.80735	0.845098
655717	7	2.80735	0.845098
655723	8	3	0.90309
655727	9	3.16993	0.954243
655757	7	2.80735	0.845098
655807	10	3.32193	1
655847	9	3.16993	0.954243
655849	8	3	0.90309
655859	9	3.16993	0.954243
655883	6	2.58496	0.778151
655901	7	2.80735	0.845098
655909	6	2.58496	0.778151
655913	6	2.58496	0.778151
655927	8	3	0.90309
655943	7	2.80735	0.845098
655961	7	2.80735	0.845098
655987	8	3	0.90309
656023	8	3	0.90309
656039	8	3	0.90309
656063	10	3.32193	1
656077	8	3	0.90309
656113	8	3	0.90309
656119	10	3.32193	1
656129	5	2.32193	0.69897
656141	7	2.80735	0.845098
656147	7	2.80735	0.845098
656153	7	2.80735	0.845098
656171	8	3	0.90309
656221	9	3.16993	0.954243
656237	9	3.16993	0.954243
656263	8	3	0.90309
656267	8	3	0.90309
656273	7	2.80735	0.845098
656291	8	3	0.90309
656297	8	3	0.90309
656303	10	3.32193	1
656311	10	3.32193	1
656321	7	2.80735	0.845098
656323	8	3	0.90309
656329	8	3	0.90309
656333	9	3.16993	0.954243
656347	10	3.32193	1
656371	10	3.32193	1
656377	10	3.32193	1
656389	5	2.32193	0.69897
656407	7	2.80735	0.845098
656423	7	2.80735	0.845098
656429	7	2.80735	0.845098
656459	7	2.80735	0.845098
656471	8	3	0.90309
656479	9	3.16993	0.954243
656483	7	2.80735	0.845098
656519	7	2.80735	0.845098
656527	8	3	0.90309
656561	7	2.80735	0.845098
656587	8	3	0.90309
656597	8	3	0.90309
656599	9	3.16993	0.954243
656603	9	3.16993	0.954243
656609	7	2.80735	0.845098
656651	7	2.80735	0.845098
656657	6	2.58496	0.778151
656671	9	3.16993	0.954243
656681	7	2.80735	0.845098
656683	8	3	0.90309
656687	9	3.16993	0.954243
656701	9	3.16993	0.954243
656707	7	2.80735	0.845098
656737	7	2.80735	0.845098
656741	8	3	0.90309
656749	9	3.16993	0.954243
656753	8	3	0.90309
656771	7	2.80735	0.845098
656783	9	3.16993	0.954243
656791	9	3.16993	0.954243
656809	8	3	0.90309
656819	9	3.16993	0.954243
656833	7	2.80735	0.845098
656839	9	3.16993	0.954243
656891	11	3.45943	1.04139
656917	7	2.80735	0.845098
656923	8	3	0.90309
656939	8	3	0.90309
656951	9	3.16993	0.954243
656959	10	3.32193	1
656977	7	2.80735	0.845098
656989	9	3.16993	0.954243
656993	7	2.80735	0.845098
657017	9	3.16993	0.954243
657029	7	2.80735	0.845098
657047	9	3.16993	0.954243
657049	8	3	0.90309
657061	8	3	0.90309
657071	10	3.32193	1
657079	10	3.32193	1
657089	7	2.80735	0.845098
657091	8	3	0.90309
657113	9	3.16993	0.954243
657121	8	3	0.90309
657127	10	3.32193	1
657131	10	3.32193	1
657187	8	3	0.90309
657193	8	3	0.90309
657197	9	3.16993	0.954243
657233	8	3	0.90309
657257	9	3.16993	0.954243
657269	10	3.32193	1
657281	7	2.80735	0.845098
657289	8	3	0.90309
657299	9	3.16993	0.954243
657311	11	3.45943	1.04139
657313	8	3	0.90309
657323	10	3.32193	1
657347	9	3.16993	0.954243
657361	9	3.16993	0.954243
657383	11	3.45943	1.04139
657403	12	3.58496	1.07918
657413	5	2.32193	0.69897
657431	7	2.80735	0.845098
657439	8	3	0.90309
657451	7	2.80735	0.845098
657469	8	3	0.90309
657473	5	2.32193	0.69897
657491	7	2.80735	0.845098
657493	7	2.80735	0.845098
657497	7	2.80735	0.845098
657499	8	3	0.90309
657523	8	3	0.90309
657529	8	3	0.90309
657539	6	2.58496	0.778151
657557	7	2.80735	0.845098
657581	8	3	0.90309
657583	9	3.16993	0.954243
657589	8	3	0.90309
657607	8	3	0.90309
657617	7	2.80735	0.845098
657649	8	3	0.90309
657653	9	3.16993	0.954243
657659	10	3.32193	1
657661	10	3.32193	1
657703	8	3	0.90309
657707	8	3	0.90309
657719	9	3.16993	0.954243
657743	9	3.16993	0.954243
657779	9	3.16993	0.954243
657793	6	2.58496	0.778151
657809	7	2.80735	0.845098
657827	8	3	0.90309
657841	8	3	0.90309
657863	9	3.16993	0.954243
657893	9	3.16993	0.954243
657911	11	3.45943	1.04139
657929	6	2.58496	0.778151
657931	7	2.80735	0.845098
657947	8	3	0.90309
657959	8	3	0.90309
657973	8	3	0.90309
657983	10	3.32193	1
658001	7	2.80735	0.845098
658043	10	3.32193	1
658051	7	2.80735	0.845098
658057	7	2.80735	0.845098
658069	8	3	0.90309
658079	10	3.32193	1
658111	11	3.45943	1.04139
658117	8	3	0.90309
658123	9	3.16993	0.954243
658127	10	3.32193	1
658139	10	3.32193	1
658153	9	3.16993	0.954243
658159	11	3.45943	1.04139
658169	10	3.32193	1
658187	8	3	0.90309
658199	9	3.16993	0.954243
658211	8	3	0.90309
658219	9	3.16993	0.954243
658247	9	3.16993	0.954243
658253	9	3.16993	0.954243
658261	9	3.16993	0.954243
658277	9	3.16993	0.954243
658279	10	3.32193	1
658303	12	3.58496	1.07918
658309	8	3	0.90309
658319	10	3.32193	1
658321	8	3	0.90309
658327	10	3.32193	1
658349	10	3.32193	1
658351	11	3.45943	1.04139
658367	12	3.58496	1.07918
658379	10	3.32193	1
658391	11	3.45943	1.04139
658403	10	3.32193	1
658417	10	3.32193	1
658433	5	2.32193	0.69897
658447	8	3	0.90309
658453	7	2.80735	0.845098
658477	8	3	0.90309
658487	9	3.16993	0.954243
658507	8	3	0.90309
658547	9	3.16993	0.954243
658549	9	3.16993	0.954243
658573	8	3	0.90309
658579	8	3	0.90309
658589	9	3.16993	0.954243
658591	10	3.32193	1
658601	8	3	0.90309
658607	10	3.32193	1
658613	9	3.16993	0.954243
658633	8	3	0.90309
658639	10	3.32193	1
658643	9	3.16993	0.954243
658649	9	3.16993	0.954243
658663	10	3.32193	1
658681	10	3.32193	1
658703	9	3.16993	0.954243
658751	11	3.45943	1.04139
658753	7	2.80735	0.845098
658783	11	3.45943	1.04139
658807	11	3.45943	1.04139
658817	7	2.80735	0.845098
658831	10	3.32193	1
658837	9	3.16993	0.954243
658841	9	3.16993	0.954243
658871	11	3.45943	1.04139
658873	10	3.32193	1
658883	9	3.16993	0.954243
658897	9	3.16993	0.954243
658907	11	3.45943	1.04139
658913	9	3.16993	0.954243
658919	11	3.45943	1.04139
658943	13	3.70044	1.11394
658961	7	2.80735	0.845098
658963	8	3	0.90309
658969	8	3	0.90309
658979	8	3	0.90309
658991	10	3.32193	1
658997	9	3.16993	0.954243
659011	8	3	0.90309
659023	10	3.32193	1
659047	10	3.32193	1
659059	10	3.32193	1
659063	11	3.45943	1.04139
659069	11	3.45943	1.04139
659077	8	3	0.90309
659101	10	3.32193	1
659137	8	3	0.90309
659159	11	3.45943	1.04139
659171	10	3.32193	1
659173	10	3.32193	1
659177	10	3.32193	1
659189	11	3.45943	1.04139
659221	9	3.16993	0.954243
659231	11	3.45943	1.04139
659237	9	3.16993	0.954243
659251	10	3.32193	1
